Date,Soybeans,Corn,Wheat (SRW),Wheat (HRW),Wheat (HRS),Soybean Meal,Soybean Oil,Coffee,Cotton,Cocoa,Sugar,Live Cattle,Feeder Cattle,Lean Hogs,Butter,Cheese,Milk,Orange Juice,Oats,Rough Rice,Crude Oil WTI,Brent Crude,Natural Gas,Heating Oil,Gasoline RBOB,Gold,Silver,Copper,Platinum,Palladium,Aluminium,Lumber,Ethanol
2005-11-07,571.5,194.75,310.0,359.75,,174.10000610351562,22.670000076293945,102.94999694824219,51.2599983215332,1322.0,11.369999885559082,91.80000305175781,116.0250015258789,63.75,148.0,,,123.5,165.5,750.0,59.470001220703125,,11.873000144958496,1.7861000299453735,1.5561000108718872,459.0,7.578999996185303,1.9375,,230.0,,314.5,2.259999990463257
2005-11-08,574.25,195.25,313.0,364.75,,173.89999389648438,22.809999465942383,107.8499984741211,50.959999084472656,1334.0,11.279999732971191,91.7249984741211,115.69999694824219,63.224998474121094,146.0,,,122.75,166.0,749.0,59.709999084472656,,11.793000221252441,1.778499960899353,1.5622999668121338,460.8999938964844,7.60099983215332,1.9320000410079956,,233.0,,320.0,2.1600000858306885
2005-11-09,578.25,195.25,315.0,370.75,,174.3000030517578,22.959999084472656,106.9000015258789,50.40999984741211,1341.0,11.199999809265137,91.94999694824219,115.30000305175781,64.17500305175781,146.5,,,122.0,165.75,732.0,58.93000030517578,,11.668999671936035,1.7896000146865845,1.551300048828125,466.29998779296875,7.6539998054504395,1.9255000352859497,952.5,238.64999389648438,,321.0,2.2049999237060547
2005-11-10,577.0,193.75,309.75,370.0,,175.5,22.770000457763672,106.75,50.20000076293945,1349.0,11.470000267028809,91.9749984741211,115.19999694824219,63.125,147.0,,,123.0999984741211,167.0,747.0,57.79999923706055,,11.380000114440918,1.743499994277954,1.5068000555038452,466.6000061035156,7.684000015258789,1.965000033378601,,242.9499969482422,,317.0,2.1549999713897705
2005-11-11,593.0,195.5,311.5,371.0,,181.6999969482422,22.739999771118164,106.94999694824219,50.720001220703125,1321.0,11.479999542236328,90.42500305175781,115.05000305175781,63.42499923706055,147.0,,,122.44999694824219,167.75,747.0,57.529998779296875,,11.711999893188477,1.7235000133514404,1.4850000143051147,468.29998779296875,7.738999843597412,1.9989999532699585,,250.0500030517578,,324.1000061035156,2.119999885559082
2005-11-14,590.25,196.75,311.75,364.5,,180.1999969482422,22.510000228881836,99.8499984741211,50.88999938964844,1327.0,11.75,91.07499694824219,115.80000305175781,63.349998474121094,147.0,,,121.5,166.75,743.0,57.689998626708984,,11.607000350952148,1.7303999662399292,1.4960999488830566,468.20001220703125,7.763999938964844,2.006500005722046,952.5,254.5500030517578,,316.6000061035156,2.119999885559082
2005-11-15,592.25,195.75,307.0,360.75,,180.1999969482422,22.34000015258789,96.5,50.279998779296875,1337.0,12.039999961853027,91.69999694824219,116.375,63.849998474121094,147.0,,,120.1500015258789,165.25,733.0,56.97999954223633,,11.562999725341797,1.680899977684021,1.4564000368118286,468.1000061035156,7.769999980926514,2.0274999141693115,,251.6999969482422,,325.0,2.0199999809265137
2005-11-16,576.75,192.75,306.75,357.75,,173.39999389648438,22.190000534057617,96.55000305175781,49.790000915527344,1352.0,12.119999885559082,91.69999694824219,116.4749984741211,63.099998474121094,147.0,,,122.0,164.75,725.0,57.880001068115234,,12.329000473022461,1.729200005531311,1.4830000400543213,478.29998779296875,7.986000061035156,2.0350000858306885,,261.5,,342.79998779296875,2.015000104904175
2005-11-17,579.25,192.25,304.75,354.25,,174.8000030517578,22.15999984741211,98.0,49.63999938964844,1357.0,12.050000190734863,91.2249984741211,116.5250015258789,62.099998474121094,147.0,,,120.3499984741211,167.25,733.0,56.33000183105469,,11.942000389099121,1.6970000267028809,1.4594999551773071,486.20001220703125,8.086999893188477,2.0460000038146973,,262.1000061035156,,352.0,2.009999990463257
2005-11-18,569.75,191.25,302.0,358.25,,172.1999969482422,22.010000228881836,96.80000305175781,49.310001373291016,1425.0,11.979999542236328,91.0250015258789,116.55999755859375,62.625,147.0,,,118.05000305175781,168.0,730.0,56.13999938964844,,11.413999557495117,1.6962000131607056,1.4620000123977661,485.6000061035156,8.053000450134277,2.0999999046325684,,267.0,,349.0,1.9700000286102295
2005-11-21,572.25,191.5,298.5,353.75,,173.89999389648438,21.93000030517578,99.05000305175781,48.540000915527344,1414.0,12.069999694824219,90.32499694824219,112.67500305175781,60.650001525878906,147.0,,,118.9000015258789,170.5,744.0,57.70000076293945,,11.331000328063965,1.7094999551773071,1.4572999477386475,489.0,8.121000289916992,2.0999999046325684,,268.75,,339.0,1.9950000047683716
2005-11-22,572.25,191.5,297.0,351.5,,173.60000610351562,21.979999542236328,98.6500015258789,49.900001525878906,1425.0,12.050000190734863,91.0250015258789,113.17500305175781,61.32500076293945,147.0,,,116.0999984741211,175.75,749.0,58.84000015258789,,11.61400032043457,1.7360999584197998,1.4874999523162842,492.6000061035156,8.164999961853027,2.0799999237060547,,260.25,,329.0,1.9900000095367432
2005-11-23,562.0,190.75,297.0,347.5,,170.6999969482422,21.6299991607666,97.4000015258789,48.95000076293945,1410.0,12.149999618530273,91.94999694824219,114.4000015258789,61.849998474121094,147.0,,,116.5,176.0,758.0,58.709999084472656,,11.619999885559082,1.6892000436782837,1.4575999975204468,492.1000061035156,8.125,2.140000104904175,,261.95001220703125,,323.29998779296875,1.9299999475479126
2005-11-24,562.0,190.75,297.0,,,170.6999969482422,21.6299991607666,,,,,,,,,,,,176.0,758.0,,,,,,,,,,,,,
2005-11-25,554.25,189.75,297.0,347.75,,170.10000610351562,21.1299991607666,,,,,92.625,116.0250015258789,62.54999923706055,147.0,,,,180.5,766.5,,,,,,,,,,,,321.8999938964844,1.899999976158142
2005-11-28,558.25,187.75,297.5,347.5,,171.6999969482422,21.239999771118164,96.1500015258789,48.849998474121094,1409.0,12.449999809265137,92.75,116.94999694824219,63.0,147.0,,,117.6500015258789,184.0,764.0,57.36000061035156,,11.180000305175781,1.635599970817566,1.4182000160217285,498.29998779296875,8.348999977111816,2.180000066757202,,262.70001220703125,,323.5,1.909999966621399
2005-11-29,554.0,186.25,300.5,359.25,,170.3000030517578,20.950000762939453,95.69999694824219,48.97999954223633,1403.0,12.449999809265137,92.8499984741211,117.19999694824219,62.349998474121094,146.0,,,118.19999694824219,181.5,758.5,56.5,,11.736000061035156,1.6096999645233154,1.3950999975204468,499.1000061035156,8.295999526977539,2.0404999256134033,,263.3999938964844,,324.79998779296875,1.9149999618530273
2005-11-30,558.0,187.5,304.0,369.0,,171.8000030517578,21.049999237060547,93.0,49.189998626708984,1408.0,12.430000305175781,93.44999694824219,116.9000015258789,62.5,146.0,,,120.1500015258789,185.0,753.5,57.31999969482422,,12.630000114440918,1.6164000034332275,1.4249000549316406,494.6000061035156,8.279999732971191,2.075000047683716,,255.5,,326.5,1.909999966621399
2005-12-01,559.75,189.25,305.5,370.75,,172.3000030517578,21.040000915527344,92.4000015258789,48.29999923706055,1460.0,12.920000076293945,94.375,117.6500015258789,63.349998474121094,,,,123.0999984741211,200.0,746.0,58.470001220703125,,13.027000427246094,1.738700032234192,1.5924999713897705,502.5,8.49899959564209,2.1679999828338623,,264.3999938964844,,336.5,1.899999976158142
2005-12-02,562.75,189.75,303.5,366.0,,173.8000030517578,21.290000915527344,90.75,48.29999923706055,1473.0,12.859999656677246,93.0250015258789,116.67500305175781,62.79999923706055,,,,126.5,204.0,740.0,59.31999969482422,,13.930999755859375,1.7719999551773071,1.6312999725341797,503.29998779296875,8.543999671936035,2.1524999141693115,1008.9000244140625,269.1000061035156,,339.5,1.9199999570846558
2005-12-05,573.25,193.5,304.5,367.0,,175.60000610351562,21.65999984741211,91.8499984741211,49.04999923706055,1433.0,13.260000228881836,92.8499984741211,116.375,63.0,138.5,,,120.55000305175781,210.0,767.5,59.90999984741211,,13.65999984741211,1.7896000146865845,1.6150000095367432,508.8999938964844,8.631999969482422,2.1659998893737793,,274.75,,329.5,1.9149999618530273
2005-12-06,564.0,190.75,299.75,363.0,,175.10000610351562,21.049999237060547,92.69999694824219,49.099998474121094,1418.0,13.09000015258789,92.7249984741211,115.32499694824219,62.650001525878906,138.5,,,121.44999694824219,208.5,772.5,59.939998626708984,,13.48900032043457,1.7719999551773071,1.6100000143051147,510.20001220703125,8.692000389099121,2.11899995803833,,275.70001220703125,,327.79998779296875,1.965000033378601
2005-12-07,559.0,187.0,297.25,362.0,,173.60000610351562,21.0,92.0,49.619998931884766,1438.0,13.390000343322754,92.75,115.69999694824219,62.67499923706055,138.25,,,123.25,209.0,768.0,59.209999084472656,,13.699999809265137,1.7366000413894653,1.597599983215332,514.2999877929688,8.777999877929688,2.1605000495910645,,278.6499938964844,,322.79998779296875,1.9800000190734863
2005-12-08,566.75,188.25,295.5,357.5,,179.3000030517578,20.969999313354492,92.80000305175781,52.75,1454.0,13.609999656677246,92.42500305175781,114.7750015258789,62.875,138.27499389648438,,,124.19999694824219,210.0,770.0,60.65999984741211,,15.079999923706055,1.7832000255584717,1.666599988937378,519.2999877929688,8.894000053405762,2.1700000762939453,,285.1499938964844,,323.79998779296875,1.975000023841858
2005-12-09,568.75,189.75,293.0,352.0,,181.60000610351562,20.700000762939453,92.75,52.720001220703125,1457.0,13.510000228881836,91.92500305175781,113.7750015258789,62.54999923706055,137.75,,,126.5999984741211,210.0,784.0,59.38999938964844,,14.312000274658203,1.7317999601364136,1.6398999691009521,527.0,9.0,2.180000066757202,,283.45001220703125,,321.0,2.059999942779541
2005-12-12,584.0,194.25,299.5,351.0,,188.5,20.8700008392334,96.44999694824219,53.40999984741211,1484.0,13.960000038146973,92.4749984741211,114.17500305175781,62.125,136.5,,,130.60000610351562,217.5,785.5,61.29999923706055,,14.840999603271484,1.7725000381469727,1.6868000030517578,528.4000244140625,8.791999816894531,2.1554999351501465,,289.1499938964844,,327.0,2.059999942779541
2005-12-13,597.5,195.5,304.0,353.0,,195.6999969482422,20.899999618530273,95.4000015258789,53.689998626708984,1485.0,13.8100004196167,93.7249984741211,114.82499694824219,62.375,136.5,,,130.39999389648438,220.5,782.0,61.369998931884766,,15.378000259399414,1.8365000486373901,1.6908999681472778,521.0,8.496999740600586,2.1730000972747803,,270.45001220703125,,323.79998779296875,2.0
2005-12-14,592.5,194.25,309.5,361.0,,192.5,20.90999984741211,93.19999694824219,53.2400016784668,1465.0,13.59000015258789,94.5999984741211,114.82499694824219,62.625,136.5,,,128.39999389648438,219.0,769.5,60.849998474121094,,14.678999900817871,1.8450000286102295,1.6857000589370728,506.5,8.376999855041504,2.125999927520752,,262.1499938964844,,330.3999938964844,2.0899999141693115
2005-12-15,587.25,204.75,318.75,366.5,,187.39999389648438,21.399999618530273,94.3499984741211,53.0099983215332,1468.0,13.869999885559082,94.32499694824219,113.82499694824219,64.375,136.5,,,128.25,187.5,775.0,59.9900016784668,,13.781000137329102,1.7872999906539917,1.6799999475479126,503.8999938964844,8.548999786376953,2.1414999961853027,,265.45001220703125,,335.8999938964844,1.9800000190734863
2005-12-16,592.25,207.5,319.75,367.5,,191.39999389648438,21.299999237060547,94.3499984741211,53.38999938964844,1461.0,14.199999809265137,95.5250015258789,114.32499694824219,64.32499694824219,136.0500030517578,,,127.55000305175781,184.0,784.0,58.060001373291016,,13.633000373840332,1.7319999933242798,1.618899941444397,503.3999938964844,8.520999908447266,2.1695001125335693,,262.5,,339.5,1.9800000190734863
2005-12-19,608.5,208.75,323.25,371.0,,198.60000610351562,21.56999969482422,98.0999984741211,53.630001068115234,1439.0,14.329999923706055,95.7750015258789,114.57499694824219,64.55000305175781,136.0,,,126.44999694824219,194.5,786.0,57.33000183105469,,14.043000221252441,1.7032999992370605,1.5751999616622925,503.6000061035156,8.567000389099121,2.1594998836517334,,263.5,,333.1000061035156,2.0
2005-12-20,605.25,209.75,328.0,374.5,,197.8000030517578,21.309999465942383,102.4000015258789,53.220001220703125,1448.0,14.210000038146973,96.625,115.05000305175781,65.1500015258789,136.0,,,125.05000305175781,189.75,786.0,57.97999954223633,,14.079999923706055,1.7202999591827393,1.5587999820709229,494.6000061035156,8.312000274658203,2.1649999618530273,,254.85000610351562,,336.70001220703125,2.0299999713897705
2005-12-21,606.5,210.0,327.5,371.5,,200.89999389648438,21.219999313354492,101.19999694824219,52.849998474121094,1450.0,14.100000381469727,95.5,114.07499694824219,65.2750015258789,136.0,,,124.69999694824219,192.5,779.0,58.560001373291016,,14.270999908447266,1.7563999891281128,1.5764000415802002,493.0,8.352999687194824,2.178999900817871,,247.9499969482422,,346.70001220703125,2.009999990463257
2005-12-22,612.75,212.75,330.75,376.0,,203.60000610351562,21.399999618530273,102.80000305175781,54.13999938964844,1478.0,14.5,94.7750015258789,113.5999984741211,65.2750015258789,135.75,,,125.5,194.0,778.0,58.279998779296875,,12.92300033569336,1.7400000095367432,1.5906000137329102,502.70001220703125,8.501999855041504,2.2060000896453857,,249.1999969482422,,356.70001220703125,2.0
2005-12-23,613.0,214.0,334.5,380.5,,203.39999389648438,21.280000686645508,102.5999984741211,53.540000915527344,1463.0,14.630000114440918,94.80000305175781,114.07499694824219,65.25,136.0,,,124.1500015258789,195.0,783.0,58.43000030517578,,12.282999992370605,1.705299973487854,1.6004999876022339,503.0,8.569000244140625,2.2304999828338623,,255.6999969482422,,354.20001220703125,2.015000104904175
2005-12-27,611.5,215.5,340.0,385.75,,203.8000030517578,20.979999542236328,106.19999694824219,53.79999923706055,1445.0,14.550000190734863,94.7750015258789,114.2750015258789,64.92500305175781,136.0,,,119.80000305175781,193.75,790.0,58.15999984741211,,11.022000312805176,1.6369999647140503,1.5734000205993652,508.0,8.741999626159668,2.2799999713897705,,256.25,,364.20001220703125,2.0299999713897705
2005-12-28,611.0,216.25,345.5,390.25,,202.39999389648438,20.84000015258789,107.0,54.06999969482422,1469.0,14.609999656677246,95.2249984741211,115.0,65.125,136.0,,,120.5999984741211,197.5,799.0,59.81999969482422,,11.430999755859375,1.6825000047683716,1.6210999488830566,514.2000122070312,8.864999771118164,2.194000005722046,,263.45001220703125,,358.5,2.0399999618530273
2005-12-29,597.75,211.0,337.25,385.25,,198.10000610351562,20.899999618530273,106.9000015258789,53.650001525878906,1501.0,14.789999961853027,94.9000015258789,114.7249984741211,65.0250015258789,136.0,,,124.0,195.5,792.0,60.31999969482422,,11.222999572753906,1.7029000520706177,1.6823999881744385,515.7000122070312,8.812000274658203,2.1644999980926514,964.2000122070312,,,362.0,2.0799999237060547
2005-12-30,602.0,215.75,339.25,387.0,,197.3000030517578,21.299999237060547,107.0999984741211,54.189998626708984,1504.0,14.680000305175781,92.44999694824219,115.25,65.2750015258789,136.8000030517578,,,125.19999694824219,195.0,793.5,61.040000915527344,,11.225000381469727,1.7280000448226929,1.7400000095367432,517.0999755859375,8.819999694824219,2.1614999771118164,973.0,,,359.0,2.0899999141693115
2006-01-03,617.5,220.0,346.0,390.5,,198.1999969482422,22.959999084472656,108.5999984741211,55.2400016784668,1546.0,14.180000305175781,,114.2750015258789,64.6500015258789,136.25,,,125.0,199.75,805.0,63.13999938964844,,10.62600040435791,1.7963999509811401,1.7862000465393066,530.7000122070312,9.086999893188477,2.1679999828338623,975.7999877929688,,,360.70001220703125,2.119999885559082
2006-01-04,621.0,218.25,346.25,390.5,,195.10000610351562,23.219999313354492,110.6500015258789,54.939998626708984,1544.0,14.869999885559082,,114.2249984741211,64.05000305175781,141.0,,,126.25,197.25,805.0,63.41999816894531,,10.196999549865723,1.8177000284194946,1.8244999647140503,533.9000244140625,9.10200023651123,2.2165000438690186,995.5999755859375,,,373.8999938964844,2.119999885559082
2006-01-05,608.0,215.5,339.75,385.5,,188.8000030517578,22.950000762939453,117.44999694824219,54.689998626708984,1519.0,14.850000381469727,,114.32499694824219,64.625,139.0,,,127.1500015258789,194.0,804.0,62.790000915527344,,9.49899959564209,1.788100004196167,1.8170000314712524,526.2999877929688,8.809000015258789,2.1384999752044678,984.5,,,372.0,2.0999999046325684
2006-01-06,600.5,214.25,330.75,378.75,,186.89999389648438,22.75,119.55000305175781,55.04999923706055,1551.0,14.880000114440918,,114.5,64.4749984741211,140.0,,,128.4499969482422,191.25,815.0,64.20999908447266,,9.631999969482422,1.8006000518798828,1.8454999923706055,539.7000122070312,9.112000465393066,2.1554999351501465,996.7999877929688,,,367.3999938964844,2.1700000762939453
2006-01-09,584.0,211.0,326.5,370.5,,183.3000030517578,22.200000762939453,120.1500015258789,55.70000076293945,1505.0,14.600000381469727,,114.5250015258789,64.67500305175781,137.0,,,133.39999389648438,185.25,812.0,63.5,,9.390000343322754,1.767699956893921,1.7975000143051147,549.0999755859375,9.222000122070312,2.1670000553131104,1012.2999877929688,,,362.0,2.25
2006-01-10,578.25,213.25,329.25,372.0,,181.10000610351562,22.079999923706055,119.0999984741211,55.59000015258789,1519.0,14.65999984741211,,113.9000015258789,62.67499923706055,137.0,,,130.14999389648438,186.0,826.0,63.369998931884766,,9.336000442504883,1.7379000186920166,1.7799999713897705,544.2999877929688,8.956999778747559,2.179500102996826,1012.2000122070312,,,364.20001220703125,2.299999952316284
2006-01-11,574.5,214.5,330.5,375.0,,181.3000030517578,21.8799991607666,117.19999694824219,55.43000030517578,1518.0,14.710000038146973,,112.05000305175781,60.67499923706055,138.25,,,125.94999694824219,188.75,823.0,63.939998626708984,,9.23799991607666,1.7271000146865845,1.763100028038025,548.7999877929688,9.006999969482422,2.1549999713897705,1019.2999877929688,,,355.6000061035156,2.3499999046325684
2006-01-12,562.0,212.75,333.25,382.75,,178.8000030517578,21.43000030517578,117.55000305175781,55.439998626708984,1527.0,14.720000267028809,,112.875,59.775001525878906,137.0,,,125.3499984741211,188.75,825.0,63.939998626708984,,8.942999839782715,1.711300015449524,1.7684999704360962,548.2999877929688,9.006999969482422,2.1470000743865967,1023.0,275.0,,365.79998779296875,2.2699999809265137
2006-01-13,565.0,213.5,334.75,383.25,,176.5,21.260000228881836,119.94999694824219,55.93000030517578,1518.0,15.270000457763672,,112.4749984741211,59.0,135.0,,,124.25,190.25,825.0,63.91999816894531,,8.791000366210938,1.715000033378601,1.7711000442504883,556.0999755859375,9.112000465393066,2.1679999828338623,1035.0999755859375,,,359.79998779296875,2.3299999237060547
2006-01-17,571.25,208.75,328.75,375.25,,180.3000030517578,21.219999313354492,123.80000305175781,55.9900016784668,1571.0,15.569999694824219,,112.2750015258789,59.474998474121094,135.0,,,120.80000305175781,185.75,825.0,66.30999755859375,,9.168000221252441,1.7914999723434448,1.840000033378601,553.4000244140625,9.020000457763672,2.1689999103546143,1040.5999755859375,,,369.29998779296875,2.4800000190734863
2006-01-18,565.75,205.75,322.5,372.75,,177.5,21.15999984741211,121.5999984741211,54.560001373291016,1598.0,15.699999809265137,,111.7750015258789,58.150001525878906,135.0,,,115.75,185.0,804.0,65.7300033569336,,8.694000244140625,1.7554999589920044,1.7999999523162842,543.7000122070312,8.819999694824219,2.1700000762939453,1021.4000244140625,,,360.3999938964844,2.5799999237060547
2006-01-19,565.0,205.0,326.5,383.0,,178.39999389648438,21.079999923706055,119.4000015258789,55.7599983215332,1553.0,16.1200008392334,,112.44999694824219,58.650001525878906,134.5,,,115.0999984741211,187.75,815.0,66.83000183105469,,8.904999732971191,1.7969000339508057,1.7999999523162842,558.4000244140625,9.057999610900879,2.1559998989105225,1040.199951171875,,,359.29998779296875,2.4800000190734863
2006-01-20,568.0,205.0,326.5,384.0,,179.39999389648438,21.280000686645508,118.4000015258789,56.56999969482422,1548.0,17.149999618530273,,112.5999984741211,59.25,134.5,,,116.55000305175781,190.75,815.0,68.3499984741211,,9.279999732971191,1.8672000169754028,1.8300000429153442,553.5,8.880000114440918,2.130000114440918,1027.699951171875,274.20001220703125,,363.79998779296875,2.490000009536743
2006-01-23,574.5,208.25,326.0,380.0,,180.5,21.520000457763672,120.44999694824219,56.779998779296875,1531.0,17.350000381469727,,113.05000305175781,59.099998474121094,134.5,,,118.3499984741211,189.75,844.0,68.0999984741211,,8.574000358581543,1.84089994430542,1.809999942779541,558.2999877929688,9.026000022888184,2.1424999237060547,1047.800048828125,275.79998779296875,,370.6000061035156,2.490000009536743
2006-01-24,571.25,213.25,332.5,385.5,,179.89999389648438,21.520000457763672,122.4000015258789,56.599998474121094,1451.0,17.889999389648438,,113.1500015258789,57.775001525878906,134.5,,,120.3499984741211,190.75,846.5,67.05999755859375,,8.682000160217285,1.8171000480651855,1.774399995803833,557.7000122070312,9.182999610900879,2.172499895095825,1052.0,272.6000061035156,,375.29998779296875,2.4600000381469727
2006-01-25,567.0,216.5,342.0,391.0,,178.39999389648438,21.520000457763672,123.05000305175781,56.529998779296875,1465.0,17.90999984741211,,113.32499694824219,57.349998474121094,134.5,,,119.19999694824219,195.75,847.5,65.8499984741211,,8.460000038146973,1.7905999422073364,1.7045999765396118,562.2000122070312,9.46500015258789,2.2184998989105225,1058.300048828125,280.3999938964844,,365.29998779296875,2.4600000381469727
2006-01-26,573.0,217.0,344.5,395.5,,180.3000030517578,21.510000228881836,122.8499984741211,56.47999954223633,1485.0,18.479999542236328,,113.25,57.17499923706055,134.25,,,119.9000015258789,189.25,833.0,66.26000213623047,,8.229000091552734,1.777999997138977,1.7243000268936157,559.7000122070312,9.564000129699707,2.2314999103546143,1058.5999755859375,275.0,,363.6000061035156,2.444999933242798
2006-01-27,589.25,218.75,343.5,393.75,,186.39999389648438,22.049999237060547,124.30000305175781,55.529998779296875,1455.0,18.610000610351562,,110.625,56.25,134.25,,,121.94999694824219,190.75,837.5,67.76000213623047,,8.399999618530273,1.8069000244140625,1.771399974822998,558.7000122070312,9.565999984741211,2.2964999675750732,1066.699951171875,274.5,,365.5,2.4700000286102295
2006-01-30,598.75,217.75,345.25,398.25,,188.1999969482422,22.200000762939453,121.9000015258789,55.16999816894531,1477.0,18.200000762939453,,109.75,56.07500076293945,134.25,,,122.9000015258789,193.0,857.5,68.3499984741211,,9.388999938964844,1.833799958229065,1.804900050163269,565.7999877929688,9.739999771118164,2.234499931335449,,284.0,,358.6000061035156,2.494999885559082
2006-01-31,594.25,218.75,343.25,397.5,,185.0,22.350000381469727,118.19999694824219,55.720001220703125,1484.0,18.020000457763672,,109.82499694824219,55.95000076293945,134.25,,,124.6500015258789,192.0,849.5,67.91999816894531,,9.315999984741211,1.801900029182434,1.7558000087738037,570.7999877929688,9.850000381469727,2.2355000972747803,,296.95001220703125,,355.79998779296875,2.490000009536743
2006-02-01,579.5,216.5,339.25,393.0,,181.1999969482422,21.81999969482422,117.25,55.869998931884766,1467.0,18.290000915527344,93.05000305175781,109.2750015258789,56.224998474121094,,,,125.5,192.0,840.0,66.55999755859375,,8.722999572753906,1.8240000009536743,1.743499994277954,569.4000244140625,9.760000228881836,2.259000062942505,,296.6000061035156,,364.3999938964844,2.5
2006-02-02,584.0,220.5,347.25,402.75,,181.89999389648438,21.950000762939453,118.0,57.22999954223633,1453.0,19.149999618530273,92.5999984741211,108.69999694824219,54.54999923706055,,,,124.19999694824219,196.0,858.5,64.68000030517578,,8.347000122070312,1.770799994468689,1.6892999410629272,572.5,9.843999862670898,2.31850004196167,,308.8500061035156,,365.5,2.5
2006-02-03,594.75,225.25,356.5,411.5,,184.0,22.65999984741211,117.5999984741211,56.95000076293945,1474.0,19.299999237060547,92.2750015258789,107.82499694824219,55.025001525878906,126.25,,,126.30000305175781,202.0,865.0,65.37000274658203,,8.61299991607666,1.781599998474121,1.70169997215271,567.4000244140625,9.729999542236328,2.318000078201294,,318.20001220703125,,361.79998779296875,2.549999952316284
